frame,text_of_frame,username,servername,historique_cmd,cmd_sys,cmd_sql
frame_6.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G 13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            50@G     50@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 100@G)=81% /archive/log
/dev/sda1                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       2)   19G   0% /run/user/9001
tmpfs                                      19G       2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] >?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv                                                                  I
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

3      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)"",

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved _Space(GB) Used _Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv                                                                  I

sqlp",df -h,
frame_6.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G 13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            50@G     50@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 100@G)=81% /archive/log
/dev/sda1                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       2)   19G   0% /run/user/9001
tmpfs                                      19G       2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] >?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv                                                                  I
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

3      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)"",

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved _Space(GB) Used _Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv                                                                  I

sqlp",. oraenv,
frame_6.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G 13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            50@G     50@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 100@G)=81% /archive/log
/dev/sda1                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       2)   19G   0% /run/user/9001
tmpfs                                      19G       2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] >?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv                                                                  I
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

3      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)"",

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved _Space(GB) Used _Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv                                                                  I

sqlp",. oraenv                                                                  I,
frame_6.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G 13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            50@G     50@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 100@G)=81% /archive/log
/dev/sda1                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       2)   19G   0% /run/user/9001
tmpfs                                      19G       2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] >?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv                                                                  I
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

3      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)"",

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved _Space(GB) Used _Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv                                                                  I

sqlp",sqlp,
frame_7.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       (2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G   13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            500G     5@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 1000@G) =661% /archive/log
/dev/sdal                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       (2)   19G   0% /run/user/9001
tmpfs                                      19G       (2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

|      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)”,

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved_Space(GB) Used_Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv

sqlp",df -h,
frame_7.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       (2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G   13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            500G     5@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 1000@G) =661% /archive/log
/dev/sdal                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       (2)   19G   0% /run/user/9001
tmpfs                                      19G       (2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

|      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)”,

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved_Space(GB) Used_Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv

sqlp",. oraenv,
frame_7.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       (2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G   13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            500G     5@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 1000@G) =661% /archive/log
/dev/sdal                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       (2)   19G   0% /run/user/9001
tmpfs                                      19G       (2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

|      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)”,

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved_Space(GB) Used_Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv

sqlp",. oraenv,
frame_7.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       (2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G   13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            500G     5@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G   8% /export/home
/dev/mapper/archivelog vg-archivelog lv 10@0G     33M 1000@G) =661% /archive/log
/dev/sdal                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       (2)   19G   0% /run/user/9001
tmpfs                                      19G       (2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.0 Production on Fri Mar 14 @8:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)”™

|      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)”,

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved_Space(GB) Used_Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv

sqlp",sqlp,
frame_8.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G   13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            500G     5@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G) 8% /export/home
/dev/mapper/archivelog vg-archivelog lv 1000G     33M 1000@G ) §=61% /archive/log
/dev/sdal                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       2)   19G   Q% /run/user/9001
tmpfs                                      19G       2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.@ Production on Fri Mar 14 08:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)™

3      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)"",

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved_Space(GB) Used_Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv

sqlp",df -h,
frame_8.png,"[oracle@OV-BSCSR4PROD-BD ~]$ df -h
Sys. de fichiers                        Taille Utilisé Dispo Uti% Monté sur
/dev/mapper/vgroot-root                    60G    4,4G   56G   8% /
devtmpfs                                   95G       2)   95G   0% /dev
tmpfs                                     1286    310M 128G 1% /dev/shm
tmpfs                                      95G    682M   94G   1% /run
tmpfs                                      95G       2)   95G   0% /sys/fs/cgroup
/dev/mapper/vgroot-u99                    200G     69G 131G 35% /u99
/dev/mapper/vgroot-tmp                     15G    2,5G   13G 17% /tmp
/dev/mapper/vgroot-var                     10G    5,9G 4,1G 60% /var
/dev/mapper/vgroot-u@1                    300G     83G 218G 28% /u@1
/dev/mapper/vgroot-home                   100G     60G   41G 60% /home
/dev/mapper/export_vg-backp_lv            500G     5@G 451G 10% /backpdata
/dev/mapper/export_vg-export_lv           510G     37G 474G) 8% /export/home
/dev/mapper/archivelog vg-archivelog lv 1000G     33M 1000@G ) §=61% /archive/log
/dev/sdal                                1014M    144M 871M 15% /boot
/dev/mapper/archivelog vg-opt_lv           10G    161M 9,9G 2% /opt
10.242.34.192: /FSsymonBDBSCSR4PROD         16T     12T 4,71 72% /fs_symon_bscsr4prod
tmpfs                                      19G       2)   19G   Q% /run/user/9001
tmpfs                                      19G       2)   19G   0% /run/user/9006
tmpfs                                      19G       2)   19G   0% /run/user/9000
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ?
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ . oraenv
ORACLE_SID = [XCOLR4] ? BSCSR4
The Oracle base remains unchanged with value /u@1/app/oracle
[oracle@OV-BSCSR4PROD-BD ~]$ sqlp
SQL*Plus: Release 11.2.0.4.@ Production on Fri Mar 14 08:53:10 2025
Copyright (c) 1982, 2013, Oracle. All rights reserved.
Connecte a :
Oracle Database 11g Enterprise Edition Release 11.2.0.4.0 - 64bit Production
With the Partitioning, Automatic Storage Management, OLAP, Data Mining
and Real Application Testing options
SQL> select

2      “Reserved Space(GB)"", “Reserved _Space(GB)"" - “Free Space(GB)"" “Used _Space(GB)"", “Free Space(GB)™

3      from(

4      select

5      (select round(sum(bytes)/1048576/1024) from dba_data_files) “Reserved_Space(GB)"",

(select round(sum(bytes)/1048576/1024) from dba_free_space) “Free Space(GB)”

6    7      from dual

8     )3
Reserved_Space(GB) Used_Space(GB) Free Space(GB)

17308          13976           3332

SQL> []
",oracle,OV-BSCSR4PROD-BD,"df -h

. oraenv

. oraenv

sqlp",. oraenv,
